log_id,customer_id,timestamp,event_type,screen_name,duration_seconds,app_version,os
405,214,2025-10-04 05:44:20,logout,Cart,557,1.1,iOS
406,1722,2025-11-08 22:33:05,browse,Product,194,1.0,Android
407,626,2025-08-12 08:05:04,search,Product,188,1.1,Android
408,133,2025-09-20 11:01:06,logout,Product,537,2.0,iOS
409,1466,2025-07-29 00:45:05,search,Home,331,1.0,iOS
410,3268,2025-07-02 08:10:14,search,Checkout,149,1.1,iOS
411,3505,2025-10-27 02:10:50,cart_add,Product,16,1.1,iOS
412,3368,2025-07-19 06:30:45,search,Checkout,335,2.0,Android
413,3682,2025-12-06 06:41:21,cart_add,Checkout,179,2.0,Android
414,2776,2025-10-20 14:01:01,logout,Profile,242,1.0,Android
415,729,2025-11-14 06:50:27,login,Profile,227,1.1,iOS
416,2216,2025-10-03 22:48:12,purchase,Profile,97,1.2,Android
417,3006,2025-10-30 01:14:55,search,Checkout,486,2.0,Android
418,2078,2025-11-27 20:52:34,logout,Profile,522,1.2,Android
419,3989,2025-10-16 12:14:30,login,Cart,369,1.2,iOS
420,1051,2025-09-23 03:24:01,search,Checkout,261,2.0,Android
421,1784,2025-11-10 20:26:47,search,Checkout,24,1.2,iOS
422,2130,2025-07-31 02:01:17,purchase,Profile,497,1.2,Android
423,2642,2025-12-19 01:29:05,cart_add,Profile,19,2.0,iOS
424,2570,2025-09-10 21:00:06,login,Home,315,1.1,Android
425,752,2025-08-20 20:42:32,search,Checkout,83,2.0,iOS
426,2316,2025-09-14 18:34:13,logout,Product,182,1.1,iOS
427,3326,2025-08-31 17:48:15,login,Home,15,1.2,iOS
428,4119,2025-10-12 12:21:48,logout,Checkout,248,1.1,iOS
429,766,2025-07-10 10:29:57,cart_add,Product,101,2.0,Android
430,1949,2025-11-24 17:47:53,cart_add,Cart,597,1.2,iOS
431,2659,2025-12-16 00:21:25,purchase,Checkout,265,1.0,iOS
432,1235,2025-08-05 20:49:35,search,Checkout,480,2.0,iOS
433,1662,2025-08-28 22:37:31,purchase,Home,421,2.0,iOS
434,2174,2025-11-06 22:05:25,browse,Cart,386,2.0,iOS
435,3120,2025-11-12 03:04:15,login,Profile,239,2.0,Android
436,4003,2025-07-27 05:17:53,logout,Home,194,1.1,Android
437,1270,2025-07-13 06:23:26,browse,Cart,183,1.2,iOS
438,3095,2025-07-30 12:00:03,login,Product,562,1.0,iOS
439,3102,2025-07-01 22:59:12,search,Cart,479,1.0,Android
440,2874,2025-09-19 11:20:56,purchase,Checkout,103,1.2,iOS
441,3214,2025-11-16 15:44:04,login,Cart,313,1.2,Android
442,3137,2025-10-24 17:03:54,logout,Profile,221,2.0,Android
443,513,2025-10-17 19:05:00,search,Product,152,2.0,iOS
444,4873,2025-07-09 17:18:27,login,Cart,6,1.1,iOS
445,4258,2025-09-01 10:21:32,login,Profile,311,1.0,Android
446,1392,2025-09-25 18:32:56,cart_add,Home,485,1.2,iOS
447,4217,2025-07-27 15:29:15,cart_add,Product,288,1.1,Android
448,483,2025-08-03 01:05:25,browse,Profile,558,1.1,Android
449,4659,2025-09-24 07:02:35,logout,Profile,284,1.0,iOS
450,4199,2025-12-06 12:35:40,cart_add,Cart,506,1.1,iOS
451,2834,2025-12-07 04:11:04,logout,Home,549,2.0,Android
452,4424,2025-09-09 08:44:16,search,Profile,131,1.1,iOS
453,3336,2025-08-02 22:17:29,search,Cart,315,1.0,Android
454,2839,2025-07-23 00:08:21,browse,Cart,391,1.0,Android
455,1073,2025-11-22 11:20:42,purchase,Profile,467,1.1,iOS
456,3060,2025-08-29 16:49:20,logout,Checkout,495,1.1,iOS
457,2105,2025-08-16 05:38:31,search,Profile,165,1.0,iOS
458,619,2025-09-16 02:15:54,login,Profile,15,1.0,Android
459,87,2025-09-05 07:54:41,browse,Profile,170,1.2,iOS
460,3254,2025-08-02 20:34:47,cart_add,Checkout,216,1.1,iOS
461,2821,2025-07-29 22:57:27,browse,Cart,351,2.0,iOS
462,3497,2025-10-06 02:55:05,login,Product,591,1.1,iOS
463,3843,2025-10-08 02:03:49,browse,Cart,210,1.1,iOS
464,4119,2025-07-31 16:54:59,browse,Cart,529,1.2,iOS
465,4025,2025-09-05 02:42:03,browse,Profile,322,2.0,iOS
466,507,2025-12-03 11:42:25,search,Profile,208,1.1,Android
467,4295,2025-07-30 09:32:00,login,Home,195,2.0,Android
468,4445,2025-09-22 23:27:17,search,Profile,238,1.0,iOS
469,297,2025-11-21 16:47:22,logout,Cart,148,1.0,Android
470,4080,2025-08-05 01:18:47,search,Product,78,2.0,iOS
471,3198,2025-09-06 02:13:41,purchase,Product,558,1.1,iOS
472,1783,2025-11-29 13:57:04,purchase,Home,77,2.0,Android
473,2303,2025-09-26 12:18:14,purchase,Checkout,313,1.1,Android
474,220,2025-11-03 16:27:39,purchase,Product,278,1.1,iOS
475,1232,2025-09-29 14:45:31,cart_add,Home,582,1.0,iOS
476,4874,2025-08-06 16:55:32,login,Product,266,1.1,Android
477,4175,2025-08-25 22:04:59,cart_add,Product,170,1.1,Android
478,975,2025-09-26 14:51:02,cart_add,Cart,190,1.2,Android
479,3382,2025-07-04 08:55:44,login,Cart,317,1.0,iOS
480,3223,2025-11-06 06:41:49,browse,Checkout,513,1.2,iOS
481,1497,2025-08-02 06:13:21,logout,Profile,480,1.1,iOS
482,1141,2025-09-27 17:58:51,logout,Product,582,2.0,iOS
483,1143,2025-12-16 21:59:14,logout,Profile,42,2.0,Android
484,905,2025-10-18 10:03:29,search,Cart,152,1.2,iOS
485,2397,2025-07-17 07:53:39,browse,Profile,252,1.1,iOS
486,2523,2025-09-08 03:26:40,logout,Checkout,75,1.2,iOS
487,598,2025-09-24 19:10:28,purchase,Checkout,334,1.1,iOS
488,2057,2025-07-17 03:46:14,logout,Cart,42,1.0,iOS
489,1728,2025-10-16 11:08:27,cart_add,Checkout,509,1.1,Android
490,2091,2025-12-16 12:47:33,cart_add,Checkout,410,1.0,Android
491,2895,2025-07-02 09:17:21,purchase,Cart,356,1.1,Android
492,1286,2025-07-14 06:41:39,browse,Product,163,1.1,iOS
493,852,2025-12-07 12:12:04,browse,Profile,508,1.0,iOS
494,1846,2025-11-03 00:32:29,cart_add,Product,18,2.0,Android
495,3057,2025-11-14 03:49:31,search,Cart,509,1.1,Android
496,2335,2025-07-03 04:14:38,logout,Product,495,2.0,iOS
497,4104,2025-07-09 13:39:02,logout,Cart,438,1.2,Android
498,2410,2025-08-31 07:43:10,search,Cart,281,1.1,iOS
499,3729,2025-08-18 10:50:36,login,Product,412,2.0,Android
500,3200,2025-10-26 09:24:08,login,Profile,122,1.1,iOS
501,2063,2025-10-30 15:04:00,cart_add,Product,468,2.0,Android
502,3543,2025-08-27 08:29:39,search,Profile,16,2.0,Android
503,2001,2025-11-14 20:36:16,cart_add,Cart,224,2.0,iOS
504,471,2025-09-14 04:25:09,purchase,Checkout,494,1.2,iOS
505,4214,2025-07-24 13:32:09,login,Home,505,1.0,Android
506,3731,2025-11-10 00:00:33,login,Profile,411,2.0,Android
507,2017,2025-07-29 15:53:49,browse,Checkout,492,1.1,iOS
508,2462,2025-10-08 02:20:08,browse,Home,572,2.0,Android
509,626,2025-07-02 09:30:21,logout,Profile,209,1.1,Android
510,1013,2025-08-25 15:53:18,logout,Checkout,396,1.0,iOS
511,564,2025-07-06 09:39:37,purchase,Profile,104,1.2,iOS
512,4965,2025-08-19 01:12:37,browse,Checkout,264,1.1,Android
513,97,2025-10-06 09:22:34,browse,Cart,560,1.2,Android
514,4269,2025-08-16 20:55:40,login,Profile,586,1.1,iOS
515,1722,2025-11-15 22:42:05,cart_add,Profile,253,1.2,iOS
516,733,2025-10-18 01:23:03,login,Cart,590,1.2,Android
517,1202,2025-07-14 16:44:44,purchase,Product,496,1.0,iOS
518,1601,2025-12-12 03:55:28,search,Product,433,1.2,Android
519,1625,2025-08-18 20:50:49,purchase,Checkout,224,1.0,iOS
520,800,2025-07-26 19:42:51,logout,Home,282,1.2,iOS
521,2239,2025-07-15 01:40:44,search,Profile,145,1.1,Android
522,3142,2025-07-23 00:52:11,login,Home,133,1.0,iOS
523,1480,2025-08-28 03:51:57,purchase,Profile,600,1.2,iOS
524,3807,2025-11-20 00:45:03,search,Home,546,2.0,Android
525,2062,2025-07-03 15:08:00,login,Profile,502,1.2,iOS
526,891,2025-08-09 07:01:08,cart_add,Home,153,1.2,iOS
527,2064,2025-07-02 17:06:23,search,Product,97,1.0,iOS
528,2433,2025-08-04 08:02:34,cart_add,Checkout,414,1.1,Android
529,2632,2025-11-20 09:28:58,login,Cart,252,1.1,Android
530,2169,2025-12-16 04:22:24,cart_add,Checkout,557,1.1,iOS
531,4226,2025-12-20 13:21:56,login,Cart,261,1.2,Android
532,2269,2025-07-08 03:04:51,search,Cart,41,1.2,iOS
533,2943,2025-07-03 08:55:02,purchase,Cart,291,2.0,iOS
534,4204,2025-08-10 03:54:35,browse,Product,296,1.2,Android
535,2359,2025-07-12 09:39:55,browse,Home,31,1.0,Android
536,1418,2025-08-15 21:30:14,search,Cart,388,1.2,Android
537,1273,2025-08-15 15:36:49,purchase,Home,26,1.0,iOS
538,1010,2025-11-04 16:32:06,purchase,Home,295,2.0,Android
539,1278,2025-08-05 03:21:34,cart_add,Home,429,1.0,iOS
540,2520,2025-09-16 08:43:22,browse,Checkout,561,2.0,iOS
541,3058,2025-11-29 15:11:21,cart_add,Product,572,1.0,iOS
542,3735,2025-09-18 06:53:34,login,Cart,157,1.2,Android
543,4743,2025-10-24 12:45:50,purchase,Home,361,2.0,iOS
544,3317,2025-12-10 23:11:12,browse,Checkout,581,1.0,Android
545,2832,2025-11-06 14:42:28,purchase,Home,240,2.0,iOS
546,996,2025-11-15 01:19:18,browse,Profile,531,1.2,Android
547,2690,2025-09-13 05:12:57,purchase,Profile,363,1.2,iOS
548,4250,2025-09-27 07:26:19,search,Product,585,1.0,iOS
549,1926,2025-08-14 08:04:42,login,Product,299,2.0,iOS
550,2968,2025-12-03 10:43:00,browse,Cart,532,1.2,iOS
551,250,2025-09-17 16:09:27,search,Profile,189,1.1,Android
552,4219,2025-09-09 18:34:52,search,Cart,117,1.1,Android
553,3352,2025-07-12 15:35:51,search,Profile,418,1.2,Android
554,3384,2025-07-10 09:45:51,purchase,Product,568,1.0,Android
555,903,2025-07-19 12:39:34,cart_add,Home,266,1.1,iOS
556,2304,2025-10-28 08:52:36,login,Cart,215,1.1,iOS
557,1184,2025-11-28 23:10:20,browse,Checkout,362,1.1,iOS
558,648,2025-11-24 08:56:08,purchase,Product,16,1.2,iOS
559,773,2025-08-29 07:48:35,cart_add,Home,101,1.1,Android
560,3161,2025-12-28 09:00:58,logout,Cart,327,1.0,iOS
561,3967,2025-11-11 15:25:52,logout,Cart,146,1.2,Android
562,2624,2025-11-29 07:19:02,logout,Cart,31,1.1,iOS
563,1911,2025-07-04 23:19:18,logout,Profile,288,2.0,iOS
564,4367,2025-11-08 10:37:45,browse,Checkout,265,1.0,Android
565,3578,2025-11-21 03:53:59,search,Profile,281,2.0,iOS
566,3544,2025-07-08 10:01:01,cart_add,Cart,385,1.2,iOS
567,211,2025-10-13 16:38:09,purchase,Checkout,51,1.2,Android
568,2479,2025-11-18 15:27:58,login,Checkout,325,2.0,iOS
569,99,2025-08-26 17:05:32,purchase,Home,302,1.1,iOS
570,228,2025-08-25 13:35:55,cart_add,Profile,560,2.0,iOS
571,1592,2025-09-05 01:47:03,purchase,Home,80,2.0,Android
572,3873,2025-12-12 03:48:41,browse,Product,411,2.0,Android
573,2349,2025-10-14 15:26:40,logout,Product,419,1.2,iOS
574,4599,2025-12-10 09:49:38,logout,Product,293,1.1,Android
575,3814,2025-10-05 07:51:07,logout,Home,323,1.1,iOS
576,1916,2025-12-13 12:30:03,search,Home,16,1.1,iOS
577,616,2025-11-19 16:10:54,browse,Checkout,335,1.1,Android
578,4980,2025-09-11 19:25:56,login,Home,278,1.1,iOS
579,459,2025-09-21 13:13:31,logout,Cart,134,1.1,iOS
580,677,2025-11-17 11:30:01,logout,Home,121,2.0,Android
581,719,2025-10-27 09:37:29,search,Home,309,2.0,iOS
582,785,2025-07-06 04:20:48,login,Product,232,1.2,Android
583,250,2025-09-28 09:27:38,cart_add,Profile,576,1.2,iOS
584,4831,2025-11-05 15:03:37,purchase,Checkout,386,2.0,iOS
585,2288,2025-07-28 14:32:29,browse,Product,173,1.0,Android
586,4412,2025-12-11 03:09:32,logout,Home,328,1.2,Android
587,2018,2025-07-11 02:30:54,login,Cart,341,1.1,Android
588,1533,2025-09-08 13:27:43,cart_add,Profile,435,1.0,iOS
589,3966,2025-07-28 00:13:49,browse,Home,385,1.0,Android
590,876,2025-09-19 15:08:14,login,Checkout,451,2.0,Android
591,2023,2025-12-23 06:58:53,logout,Product,258,1.0,iOS
592,2962,2025-10-07 17:49:41,logout,Profile,60,1.1,iOS
593,1195,2025-10-28 19:13:20,purchase,Home,335,1.1,iOS
594,4885,2025-09-17 00:04:00,login,Home,454,1.1,Android
595,3380,2025-08-16 13:41:18,login,Checkout,102,1.2,iOS
596,2162,2025-08-10 15:30:00,browse,Cart,63,1.1,Android
597,3032,2025-12-13 18:15:21,browse,Product,539,1.2,Android
598,1360,2025-09-13 08:59:36,purchase,Checkout,13,1.0,iOS
599,4810,2025-09-17 02:06:33,purchase,Profile,17,1.2,iOS
600,2512,2025-11-18 05:37:51,browse,Product,518,1.2,Android
601,4633,2025-10-13 12:58:22,cart_add,Checkout,220,2.0,Android
602,4956,2025-12-07 11:09:49,browse,Profile,173,1.1,iOS
603,2535,2025-11-10 08:24:36,browse,Profile,157,2.0,iOS
604,2038,2025-11-30 16:08:19,login,Cart,398,2.0,Android
605,903,2025-11-03 07:30:32,browse,Cart,161,2.0,Android
606,1564,2025-08-31 11:08:46,login,Product,509,1.2,Android
607,1122,2025-08-25 16:29:20,search,Cart,22,1.0,iOS
608,4383,2025-11-23 16:59:55,search,Profile,471,1.1,Android
609,3058,2025-07-31 17:35:13,cart_add,Cart,158,1.0,iOS
610,4178,2025-12-02 14:26:17,purchase,Profile,205,1.1,iOS
611,4068,2025-12-09 07:48:04,purchase,Product,465,2.0,Android
612,3634,2025-08-26 07:32:49,browse,Home,360,1.1,iOS
613,3468,2025-08-09 06:10:39,purchase,Profile,499,2.0,Android
614,2146,2025-07-21 17:46:27,browse,Checkout,599,1.0,Android
615,2240,2025-08-21 23:36:29,logout,Checkout,384,2.0,Android
616,2345,2025-10-14 18:58:48,purchase,Profile,474,1.2,iOS
617,4161,2025-11-05 23:46:56,browse,Home,513,1.1,iOS
618,738,2025-09-24 00:44:17,search,Product,383,1.1,Android
619,2993,2025-10-08 07:23:26,browse,Home,341,1.2,iOS
620,252,2025-10-15 10:10:58,search,Checkout,417,1.1,Android
621,2342,2025-09-30 00:01:56,logout,Profile,456,1.0,Android
622,1042,2025-11-16 20:33:26,purchase,Home,53,2.0,Android
623,3296,2025-09-26 15:05:19,logout,Product,581,1.2,Android
624,1774,2025-12-11 12:46:05,logout,Profile,11,1.2,iOS
625,1454,2025-08-04 06:17:44,login,Product,249,1.0,iOS
626,2576,2025-10-30 09:13:47,browse,Profile,259,1.2,Android
627,658,2025-07-08 15:06:54,browse,Profile,289,1.1,iOS
628,4634,2025-07-05 04:56:14,cart_add,Product,436,2.0,Android
629,1271,2025-08-31 03:47:38,browse,Checkout,482,2.0,Android
630,1255,2025-10-17 15:18:08,logout,Profile,227,2.0,Android
631,3748,2025-07-22 14:51:38,cart_add,Checkout,568,1.2,iOS
632,4405,2025-11-14 14:57:26,browse,Profile,235,1.0,iOS
633,3628,2025-08-06 01:41:28,search,Checkout,158,2.0,iOS
634,1445,2025-11-04 10:29:08,search,Checkout,375,1.2,Android
635,933,2025-12-15 00:30:21,cart_add,Product,582,1.2,Android
636,2588,2025-09-13 16:54:38,logout,Profile,361,1.2,Android
637,544,2025-08-12 07:50:05,browse,Home,152,1.2,iOS
638,1290,2025-08-11 02:19:21,cart_add,Profile,378,1.2,Android
639,502,2025-11-04 19:43:18,purchase,Home,89,1.0,Android
640,902,2025-12-10 08:29:46,browse,Checkout,466,2.0,iOS
641,1858,2025-07-22 12:50:15,browse,Product,599,2.0,Android
642,2142,2025-12-07 05:48:50,logout,Product,382,2.0,Android
643,2556,2025-12-05 16:09:18,login,Cart,358,1.1,Android
644,3648,2025-09-10 13:25:53,logout,Product,156,1.0,Android
645,4308,2025-10-22 13:40:40,login,Profile,70,1.2,iOS
646,1092,2025-12-09 22:51:27,search,Home,17,1.2,Android
647,3697,2025-10-03 23:17:47,cart_add,Cart,241,2.0,Android
648,1866,2025-12-06 16:33:41,purchase,Home,15,2.0,Android
649,1802,2025-09-07 05:56:09,browse,Home,378,1.1,iOS
650,1964,2025-10-20 05:28:55,purchase,Home,339,1.2,Android
651,3367,2025-12-01 01:04:40,search,Product,573,1.0,iOS
652,2722,2025-09-07 23:24:12,logout,Product,62,2.0,iOS
653,2906,2025-07-25 00:39:34,logout,Product,238,2.0,Android
654,731,2025-08-02 12:04:37,login,Product,414,1.1,iOS
655,4591,2025-08-12 06:37:22,logout,Home,553,1.0,iOS
656,3243,2025-12-12 20:38:45,cart_add,Checkout,293,1.0,Android
657,4647,2025-10-28 12:22:34,purchase,Product,224,1.2,iOS
658,1937,2025-07-14 08:49:17,cart_add,Product,184,1.1,Android
659,285,2025-12-11 00:24:23,logout,Checkout,307,1.2,Android
660,3407,2025-09-15 13:35:00,purchase,Product,43,1.2,Android
661,1851,2025-09-16 01:55:28,logout,Product,93,2.0,iOS
662,1262,2025-11-17 00:28:36,search,Cart,7,2.0,Android
663,3281,2025-08-04 00:12:23,search,Checkout,266,2.0,iOS
664,1417,2025-11-23 07:49:03,purchase,Product,37,1.2,Android
665,4941,2025-07-08 23:54:57,search,Home,169,1.0,iOS
666,541,2025-12-20 03:31:06,logout,Profile,134,1.0,Android
667,4422,2025-07-07 17:08:47,search,Cart,445,2.0,iOS
668,2117,2025-10-13 07:42:13,browse,Cart,549,1.0,iOS
669,3077,2025-07-06 06:27:28,browse,Cart,522,1.1,iOS
670,2192,2025-12-21 08:06:27,cart_add,Product,396,1.0,Android
671,1797,2025-07-10 16:55:11,purchase,Home,352,2.0,Android
672,4695,2025-10-23 04:05:02,cart_add,Home,366,1.0,iOS
673,4830,2025-07-23 13:37:56,cart_add,Home,308,2.0,iOS
674,111,2025-09-02 13:17:30,search,Home,598,1.0,iOS
675,2510,2025-08-21 11:41:15,search,Product,403,1.0,iOS
676,4433,2025-08-30 02:45:12,logout,Cart,81,1.2,Android
677,908,2025-12-13 11:16:04,purchase,Cart,417,1.1,Android
678,2189,2025-11-01 04:35:51,purchase,Cart,231,2.0,iOS
679,3940,2025-12-02 19:25:05,cart_add,Product,399,1.0,iOS
680,306,2025-08-18 10:07:00,cart_add,Checkout,155,1.2,iOS
681,1599,2025-10-02 22:55:19,purchase,Profile,103,1.1,Android
682,1351,2025-07-03 03:56:40,browse,Profile,372,1.1,iOS
683,4536,2025-12-23 05:53:26,login,Product,415,1.1,iOS
684,96,2025-07-07 02:55:07,login,Profile,245,1.1,Android
685,379,2025-09-02 14:31:03,login,Checkout,355,1.0,Android
686,1301,2025-10-09 05:44:31,login,Checkout,459,1.0,iOS
687,209,2025-11-20 07:53:18,cart_add,Home,534,1.2,iOS
688,3330,2025-10-04 18:57:09,cart_add,Cart,274,1.2,iOS
689,1701,2025-09-24 03:38:27,cart_add,Profile,114,2.0,iOS
690,2739,2025-12-14 15:05:54,login,Checkout,132,1.0,Android
691,55,2025-11-06 02:31:54,browse,Cart,457,1.1,iOS
692,4808,2025-07-19 06:31:16,cart_add,Checkout,24,2.0,Android
693,3476,2025-10-27 16:01:23,logout,Product,99,1.0,Android
694,2087,2025-10-15 19:16:50,cart_add,Profile,197,1.0,iOS
695,4599,2025-10-25 20:04:59,search,Checkout,318,1.0,iOS
696,4629,2025-11-21 14:35:22,search,Home,554,1.1,Android
697,503,2025-11-03 03:39:53,purchase,Home,463,1.0,Android
698,1061,2025-11-12 04:33:56,login,Cart,173,1.0,Android
699,3654,2025-08-20 00:42:34,purchase,Checkout,125,1.0,iOS
700,4157,2025-09-09 03:36:19,purchase,Checkout,95,2.0,Android
701,673,2025-07-04 19:13:19,search,Home,574,1.0,iOS
702,1526,2025-10-21 13:49:36,cart_add,Checkout,294,2.0,Android
703,2659,2025-10-25 06:07:15,cart_add,Home,188,1.1,iOS
704,4822,2025-10-10 04:18:00,search,Checkout,285,1.0,Android
705,2868,2025-08-21 09:31:06,search,Home,422,1.2,Android
706,2229,2025-08-31 00:23:20,search,Checkout,283,1.2,iOS
707,3843,2025-08-31 03:45:18,search,Home,186,2.0,iOS
708,3861,2025-07-14 08:29:23,cart_add,Home,398,2.0,iOS
709,4679,2025-11-04 19:00:42,cart_add,Cart,579,1.0,Android
710,4324,2025-10-30 12:02:17,logout,Home,418,1.1,Android
711,4116,2025-08-14 16:58:54,logout,Profile,179,1.0,iOS
712,84,2025-08-14 12:46:57,purchase,Cart,406,1.1,iOS
713,4315,2025-08-04 03:58:18,browse,Product,534,1.0,iOS
714,2380,2025-08-24 09:06:23,purchase,Profile,473,1.2,iOS
715,727,2025-09-02 14:22:32,login,Cart,287,1.0,Android
716,661,2025-11-29 23:35:49,cart_add,Home,422,1.2,Android
717,3405,2025-10-21 11:35:20,browse,Checkout,495,1.2,Android
718,825,2025-11-20 04:35:42,search,Checkout,420,1.0,Android
719,1182,2025-08-15 02:16:06,search,Checkout,391,1.1,iOS
720,4401,2025-10-12 08:56:18,cart_add,Checkout,99,1.1,Android
721,1608,2025-09-14 16:45:28,cart_add,Profile,16,1.1,iOS
722,4519,2025-07-26 19:46:21,purchase,Home,389,1.2,iOS
723,2741,2025-08-03 11:54:41,login,Home,201,2.0,iOS
724,4762,2025-12-06 02:30:06,purchase,Profile,367,2.0,Android
725,194,2025-12-18 06:55:01,search,Profile,517,1.0,Android
726,3370,2025-08-28 20:17:24,login,Product,26,1.2,iOS
727,3386,2025-07-20 06:33:18,login,Product,396,1.2,Android
728,3326,2025-12-12 06:54:15,login,Cart,568,1.2,iOS
729,1597,2025-08-24 14:23:17,browse,Home,266,1.2,Android
730,1551,2025-10-30 21:02:26,cart_add,Checkout,250,2.0,Android
731,1826,2025-11-19 19:10:33,logout,Product,377,2.0,Android
732,4179,2025-10-11 12:29:09,login,Home,281,1.0,iOS
733,866,2025-09-02 02:06:57,search,Profile,103,1.2,Android
734,4070,2025-09-11 15:26:38,login,Product,78,1.1,iOS
735,3215,2025-08-27 04:19:33,search,Checkout,294,1.0,Android
736,1186,2025-10-06 04:10:30,purchase,Profile,229,1.0,iOS
737,673,2025-10-30 05:31:57,logout,Cart,381,1.1,iOS
738,4555,2025-09-08 08:59:45,purchase,Product,220,1.1,Android
739,2064,2025-09-17 01:23:42,logout,Product,400,1.2,iOS
740,3229,2025-09-11 22:32:12,login,Checkout,371,1.2,Android
741,4340,2025-08-21 16:19:45,search,Profile,220,1.2,Android
742,1188,2025-11-15 08:11:06,logout,Checkout,377,1.1,Android
743,1650,2025-08-17 10:19:58,cart_add,Product,556,1.0,iOS
744,1138,2025-07-18 16:31:35,search,Profile,76,1.1,iOS
745,774,2025-11-16 15:47:50,browse,Cart,108,1.2,Android
746,77,2025-11-25 00:55:49,cart_add,Cart,394,2.0,Android
747,4983,2025-09-02 13:44:50,browse,Profile,590,1.2,Android
748,4217,2025-08-09 12:11:05,login,Profile,99,1.1,Android
749,4845,2025-07-24 19:58:27,login,Home,498,1.1,Android
750,1597,2025-12-19 00:37:40,login,Cart,450,1.0,iOS
751,4959,2025-08-23 14:57:44,login,Checkout,439,1.0,iOS
752,3403,2025-12-01 01:39:45,login,Profile,112,1.1,iOS
753,1930,2025-11-04 05:01:35,search,Checkout,86,1.2,iOS
754,3165,2025-12-16 10:12:45,search,Cart,443,1.1,iOS
755,2423,2025-11-25 21:55:10,search,Checkout,175,1.1,iOS
756,2803,2025-07-28 15:22:30,purchase,Product,600,1.1,Android
757,1539,2025-07-27 13:53:48,search,Checkout,72,1.2,iOS
758,2058,2025-12-25 22:53:24,login,Checkout,316,1.2,iOS
759,2011,2025-09-17 16:23:58,search,Cart,38,1.2,iOS
760,3120,2025-11-22 18:57:33,login,Product,542,1.2,Android
761,413,2025-09-20 21:05:12,login,Cart,332,2.0,Android
762,432,2025-11-04 08:39:00,cart_add,Home,595,1.1,iOS
763,4931,2025-11-18 23:07:17,logout,Cart,263,1.0,Android
764,291,2025-11-27 07:49:29,search,Profile,383,1.1,iOS
765,885,2025-08-07 12:03:48,cart_add,Cart,213,1.0,iOS
766,1598,2025-09-01 21:23:37,cart_add,Profile,198,1.0,Android
767,164,2025-07-27 00:45:00,purchase,Cart,120,1.2,Android
768,3580,2025-12-11 01:59:34,cart_add,Home,467,1.0,iOS
769,3405,2025-09-24 22:35:37,search,Cart,119,1.0,iOS
770,967,2025-09-04 12:31:57,purchase,Cart,596,1.1,iOS
771,1150,2025-12-20 09:55:02,login,Profile,589,1.1,Android
772,2323,2025-10-08 11:27:53,browse,Profile,206,1.2,Android
773,3892,2025-11-10 14:35:49,login,Product,242,1.1,Android
774,3459,2025-09-12 14:08:05,search,Product,186,2.0,iOS
775,3047,2025-11-06 10:15:31,browse,Cart,475,2.0,iOS
776,822,2025-10-11 01:08:10,cart_add,Home,552,2.0,Android
777,876,2025-07-17 02:19:11,logout,Product,337,2.0,iOS
778,3374,2025-09-29 20:55:39,browse,Cart,386,2.0,Android
779,3237,2025-12-04 07:00:28,cart_add,Product,118,1.2,iOS
780,3246,2025-10-03 04:45:44,browse,Product,139,1.2,iOS
781,430,2025-10-23 15:04:05,cart_add,Checkout,178,1.1,Android
782,1139,2025-10-26 03:09:24,browse,Home,96,1.2,iOS
783,2828,2025-07-25 02:53:58,purchase,Checkout,278,2.0,Android
784,1700,2025-08-04 11:06:02,login,Product,382,1.0,iOS
785,1557,2025-08-05 11:42:01,search,Home,515,1.1,iOS
786,2738,2025-10-19 02:34:12,purchase,Cart,447,1.2,Android
787,4656,2025-10-25 14:27:40,purchase,Profile,476,1.2,iOS
788,2742,2025-12-08 03:07:11,browse,Profile,524,1.1,iOS
789,4728,2025-09-23 21:42:33,logout,Home,12,1.2,Android
790,1785,2025-12-09 21:46:32,login,Home,507,1.1,Android
791,2628,2025-09-21 00:34:47,cart_add,Home,197,1.2,Android
792,2656,2025-09-11 08:03:14,logout,Home,221,2.0,iOS
793,1714,2025-11-04 22:03:27,purchase,Home,203,1.2,Android
794,2918,2025-09-17 02:54:39,search,Cart,418,1.2,Android
795,2131,2025-12-13 07:42:26,purchase,Home,459,2.0,Android
796,712,2025-12-16 03:19:44,cart_add,Home,218,1.0,Android
797,4274,2025-07-05 18:58:31,purchase,Checkout,192,1.1,iOS
798,4560,2025-07-13 16:03:02,login,Profile,338,2.0,iOS
799,3701,2025-12-20 10:09:46,purchase,Home,322,2.0,iOS
800,3470,2025-10-26 11:38:16,cart_add,Profile,585,1.0,iOS
801,317,2025-10-17 21:15:36,browse,Cart,426,1.2,iOS
802,4637,2025-10-30 12:54:08,purchase,Product,116,1.0,iOS
803,3350,2025-07-17 07:15:37,login,Checkout,266,1.2,iOS
804,3314,2025-10-31 00:36:15,login,Product,343,1.1,Android
805,190,2025-11-13 15:18:03,browse,Product,325,1.0,Android
806,1823,2025-08-05 03:29:51,purchase,Product,340,2.0,iOS
807,254,2025-09-07 10:30:33,login,Product,196,1.1,iOS
808,3339,2025-09-22 09:08:03,purchase,Product,177,2.0,Android
809,2297,2025-07-15 09:10:21,logout,Cart,468,2.0,iOS
810,2844,2025-12-10 09:16:58,logout,Checkout,431,1.2,Android
811,2507,2025-11-27 17:22:05,login,Checkout,418,1.0,iOS
