transaction_id,customer_id,transaction_date,product_name,category,amount,quantity,payment_method,channel
1891,4363,2025-07-06,Mouse,Electronics,1526.79,5,Credit Card,Mobile App
1892,455,2024-11-01,Keyboard,Electronics,1985.58,3,Cash,Online
1893,2123,2024-08-07,Mouse,Accessories,263.0,3,Debit Card,Online
1894,4983,2024-05-20,Mouse,Audio,1753.84,2,Credit Card,Mobile App
1895,833,2024-09-16,Keyboard,Computing,355.04,2,Cash,Online
1896,2419,2025-07-05,Phone,Computing,190.45,4,Credit Card,Online
1897,2044,2025-08-01,Monitor,Computing,176.86,3,Debit Card,Online
1898,515,2024-03-20,Laptop,Accessories,648.25,1,PayPal,Store
1899,85,2024-09-25,Keyboard,Electronics,905.06,1,Credit Card,Mobile App
1900,3337,2024-07-04,Keyboard,Computing,727.52,3,PayPal,Store
1901,3333,2024-05-25,Charger,Audio,1485.43,2,PayPal,Store
1902,2487,2024-09-11,Keyboard,Accessories,248.16,5,Credit Card,Online
1903,3331,2025-04-13,Mouse,Computing,1878.13,3,Debit Card,Online
1904,3416,2025-09-10,Phone,Video,620.5,1,Credit Card,Store
1905,858,2024-02-13,Charger,Audio,1836.26,4,Credit Card,Online
1906,483,2025-03-17,Charger,Video,1791.39,2,Debit Card,Mobile App
1907,2049,2024-05-14,Charger,Electronics,276.66,4,Debit Card,Store
1908,4125,2025-05-07,Tablet,Electronics,1850.86,4,PayPal,Mobile App
1909,3295,2025-10-13,TV,Video,349.29,5,Cash,Online
1910,250,2025-08-04,Monitor,Computing,1062.87,4,Credit Card,Mobile App
1911,32,2025-05-25,Mouse,Accessories,32.13,2,PayPal,Store
1912,1061,2024-11-12,Keyboard,Audio,1522.53,1,Debit Card,Online
1913,1195,2024-11-11,Monitor,Audio,70.71,3,PayPal,Mobile App
1914,4042,2025-03-30,Watch,Accessories,1472.68,5,Cash,Online
1915,1186,2024-04-16,Phone,Computing,1224.02,3,Debit Card,Mobile App
1916,367,2024-07-10,Keyboard,Electronics,669.05,2,Cash,Online
1917,3114,2025-02-05,Keyboard,Electronics,97.4,2,Debit Card,Store
1918,105,2025-06-26,Camera,Computing,842.83,4,PayPal,Store
1919,3270,2024-03-22,Mouse,Computing,1388.25,1,Credit Card,Store
1920,684,2025-10-23,Charger,Video,1272.78,5,PayPal,Store
1921,3213,2025-06-18,Watch,Accessories,1926.24,1,Credit Card,Store
1922,2698,2024-04-18,Camera,Audio,1257.74,2,Debit Card,Mobile App
1923,4579,2025-03-11,Keyboard,Video,989.35,4,Cash,Store
1924,3487,2025-10-27,Mouse,Video,1397.54,2,Credit Card,Online
1925,3190,2024-12-17,Laptop,Audio,1321.41,2,Debit Card,Mobile App
1926,189,2025-12-01,Phone,Accessories,1770.59,5,Cash,Online
1927,2290,2024-02-05,Mouse,Computing,969.17,4,Credit Card,Mobile App
1928,127,2025-05-10,Laptop,Accessories,436.49,3,Credit Card,Mobile App
1929,2101,2025-02-11,Keyboard,Video,1715.11,3,Debit Card,Mobile App
1930,1381,2025-12-04,Mouse,Computing,1901.97,3,Credit Card,Mobile App
1931,1000,2024-09-24,Mouse,Electronics,526.63,3,Debit Card,Store
1932,3609,2024-08-23,Headphones,Video,265.01,3,Credit Card,Mobile App
1933,3350,2025-12-03,Monitor,Electronics,953.72,5,PayPal,Mobile App
1934,1811,2024-11-02,Charger,Audio,260.93,4,Credit Card,Mobile App
1935,2096,2025-07-01,Keyboard,Audio,1730.42,5,Cash,Store
1936,3113,2025-08-12,Tablet,Video,1380.65,2,PayPal,Mobile App
1937,4382,2024-07-02,Tablet,Video,1330.46,2,Credit Card,Online
1938,4317,2025-04-15,Headphones,Computing,444.48,2,Credit Card,Store
1939,4178,2025-07-07,TV,Video,1033.34,3,Cash,Store
1940,3355,2025-03-04,Keyboard,Electronics,1281.89,5,Cash,Store
1941,2654,2024-02-02,Headphones,Audio,1605.4,3,PayPal,Mobile App
1942,2667,2024-06-14,Speaker,Computing,1663.59,2,Credit Card,Online
1943,2928,2025-11-16,Phone,Audio,1275.99,3,PayPal,Mobile App
1944,2702,2025-11-27,Tablet,Video,1203.4,5,Cash,Store
1945,4403,2024-11-24,Watch,Electronics,1419.99,1,PayPal,Mobile App
1946,3161,2024-09-22,Tablet,Audio,1370.97,4,PayPal,Online
1947,966,2025-01-23,Mouse,Audio,1581.92,4,PayPal,Store
1948,1836,2024-09-22,TV,Computing,543.76,3,Credit Card,Store
1949,3571,2025-07-23,Phone,Video,628.25,4,Cash,Mobile App
1950,4906,2025-12-06,Charger,Electronics,859.27,1,Debit Card,Store
1951,4132,2024-03-21,Laptop,Electronics,1638.17,4,Debit Card,Online
1952,704,2025-02-04,Camera,Video,1519.62,4,Debit Card,Online
1953,2301,2025-11-18,Keyboard,Computing,297.72,5,Debit Card,Store
1954,4917,2024-11-02,TV,Audio,343.11,5,Credit Card,Mobile App
1955,4260,2025-02-04,TV,Electronics,1534.92,1,Credit Card,Store
1956,67,2024-04-21,Headphones,Computing,1589.33,5,Credit Card,Online
1957,2734,2025-11-13,Speaker,Accessories,1742.23,3,Cash,Store
1958,3982,2025-09-30,Camera,Computing,217.61,3,PayPal,Store
1959,130,2024-02-10,Mouse,Accessories,696.65,4,Credit Card,Mobile App
1960,3584,2025-10-10,Watch,Audio,974.27,2,Cash,Online
1961,394,2025-05-20,Charger,Accessories,1261.96,4,PayPal,Mobile App
1962,4698,2024-05-24,Mouse,Accessories,135.3,5,PayPal,Store
1963,3641,2025-11-23,Monitor,Accessories,1480.38,5,PayPal,Mobile App
1964,349,2024-02-29,Phone,Computing,349.72,3,Debit Card,Mobile App
1965,2015,2024-11-30,Monitor,Audio,1723.18,4,PayPal,Store
1966,4498,2025-09-21,Tablet,Audio,286.13,2,Cash,Store
1967,1783,2024-05-04,Camera,Audio,1885.36,4,PayPal,Store
1968,3240,2024-11-18,Keyboard,Video,15.03,1,Cash,Store
1969,674,2025-10-20,Mouse,Video,1335.94,1,Credit Card,Store
1970,3959,2025-02-04,Phone,Accessories,755.54,5,PayPal,Store
1971,787,2025-02-12,Mouse,Accessories,1589.0,3,Debit Card,Mobile App
1972,822,2025-08-25,Watch,Video,864.59,5,Debit Card,Mobile App
1973,2004,2024-02-17,Monitor,Computing,1039.53,5,Cash,Store
1974,3605,2024-01-21,Camera,Audio,895.43,3,Credit Card,Store
1975,154,2024-05-13,Watch,Video,729.67,3,Debit Card,Mobile App
1976,2507,2024-01-19,TV,Video,453.08,4,Cash,Online
1977,2755,2025-08-31,Mouse,Accessories,1721.05,2,Credit Card,Mobile App
1978,2177,2024-02-20,Laptop,Audio,1537.69,4,Debit Card,Store
1979,923,2025-03-20,Camera,Video,698.09,4,Cash,Online
1980,418,2024-05-02,Phone,Electronics,1331.34,3,PayPal,Store
1981,3727,2025-06-20,Watch,Video,1719.03,3,Debit Card,Mobile App
1982,588,2025-01-03,Monitor,Computing,1639.11,5,Cash,Online
1983,1417,2024-09-18,Camera,Audio,711.27,5,PayPal,Store
1984,2086,2025-11-13,Camera,Computing,216.69,4,PayPal,Online
1985,3224,2024-09-17,Monitor,Computing,1072.59,4,Debit Card,Mobile App
1986,2573,2024-04-05,Tablet,Video,311.78,3,PayPal,Store
1987,4528,2025-05-20,Monitor,Video,45.13,3,Cash,Mobile App
1988,4898,2025-05-16,Speaker,Computing,609.81,5,Credit Card,Mobile App
1989,3349,2024-02-29,Tablet,Video,810.88,3,Credit Card,Online
1990,3364,2024-07-06,Headphones,Computing,343.61,4,Credit Card,Store
1991,150,2025-03-27,Watch,Audio,935.38,5,Cash,Mobile App
1992,787,2024-08-31,Speaker,Video,516.43,4,Debit Card,Store
1993,1020,2025-12-17,Charger,Computing,1116.38,5,PayPal,Online
1994,4246,2024-07-06,Speaker,Computing,1428.61,3,Cash,Online
1995,1005,2025-01-27,Headphones,Video,928.34,4,Credit Card,Online
1996,638,2024-09-09,Mouse,Electronics,925.63,1,Credit Card,Store
1997,289,2024-12-05,Speaker,Video,1880.83,3,Credit Card,Store
1998,4449,2025-08-02,Mouse,Accessories,870.63,5,PayPal,Store
1999,802,2025-05-06,Charger,Accessories,801.76,1,PayPal,Mobile App
2000,1937,2024-02-16,Mouse,Audio,1332.52,4,Cash,Mobile App
2001,2048,2024-11-25,Headphones,Audio,712.35,4,Debit Card,Store
2002,2917,2024-06-15,Mouse,Audio,1409.43,1,Cash,Online
2003,3723,2025-07-21,Keyboard,Video,264.89,2,PayPal,Online
2004,1751,2025-10-06,Camera,Electronics,468.66,2,Credit Card,Online
2005,2230,2024-09-04,Mouse,Audio,387.23,3,Debit Card,Store
2006,2538,2024-03-26,Headphones,Audio,1951.41,4,Debit Card,Store
2007,3931,2025-05-21,Charger,Video,1427.41,4,Cash,Online
2008,2196,2024-03-13,Laptop,Accessories,1045.12,1,Credit Card,Store
2009,1871,2025-07-18,Monitor,Audio,1611.14,3,Debit Card,Store
2010,207,2025-07-26,Camera,Accessories,1032.2,4,Debit Card,Mobile App
2011,3858,2024-08-04,Watch,Electronics,1621.46,2,Cash,Store
2012,4779,2025-11-16,Tablet,Accessories,216.34,2,Debit Card,Online
2013,2162,2024-08-29,Tablet,Computing,1256.98,2,Cash,Online
2014,887,2024-05-03,Monitor,Video,1175.31,5,Debit Card,Store
2015,2508,2024-11-15,Camera,Audio,794.69,3,PayPal,Store
2016,3050,2024-05-15,Tablet,Computing,1403.13,3,PayPal,Store
2017,626,2025-05-10,Phone,Video,227.66,3,Credit Card,Online
2018,3130,2024-12-20,Headphones,Video,1843.52,1,PayPal,Online
2019,475,2025-04-23,Monitor,Video,420.09,1,Debit Card,Store
2020,3514,2025-09-07,Phone,Video,1030.85,3,Cash,Online
2021,2132,2025-10-18,Tablet,Accessories,770.18,1,Credit Card,Store
2022,4279,2025-09-30,Headphones,Computing,495.22,3,Credit Card,Online
2023,912,2025-05-28,Tablet,Video,377.32,2,Cash,Online
2024,1603,2024-08-23,Speaker,Audio,13.22,3,Cash,Store
2025,379,2024-05-01,Laptop,Audio,1467.31,4,Cash,Online
2026,4453,2024-11-25,Speaker,Audio,482.1,2,PayPal,Online
2027,3959,2025-05-13,Speaker,Electronics,847.92,4,Debit Card,Online
2028,4088,2024-05-14,Watch,Video,303.09,5,Cash,Mobile App
2029,405,2025-02-15,Phone,Video,1316.97,4,Debit Card,Online
2030,1853,2025-04-14,Monitor,Accessories,1773.24,4,PayPal,Mobile App
2031,2692,2024-06-16,Watch,Video,1593.73,4,Cash,Store
2032,895,2024-10-08,Phone,Audio,1181.76,1,PayPal,Mobile App
2033,1890,2025-12-03,Laptop,Audio,1222.36,3,Credit Card,Mobile App
2034,3986,2025-10-12,Headphones,Computing,1293.89,2,PayPal,Mobile App
2035,938,2025-01-20,Mouse,Audio,1413.28,1,Credit Card,Mobile App
2036,567,2024-10-21,Camera,Video,1477.41,5,Credit Card,Online
2037,3254,2025-09-27,Tablet,Video,1987.01,4,Cash,Online
2038,3788,2024-07-05,Phone,Computing,561.77,2,Credit Card,Mobile App
2039,2040,2025-02-08,TV,Accessories,1278.86,3,Debit Card,Store
2040,29,2024-08-11,Phone,Audio,289.79,5,Credit Card,Mobile App
2041,4179,2024-12-06,Watch,Video,916.44,1,Debit Card,Mobile App
2042,1900,2024-01-31,Camera,Video,405.98,2,PayPal,Online
2043,678,2025-03-15,Camera,Audio,18.48,2,PayPal,Online
2044,3933,2024-11-28,Watch,Audio,629.88,5,Debit Card,Mobile App
2045,2828,2025-07-25,Tablet,Electronics,253.01,3,Credit Card,Online
2046,1234,2024-04-13,Headphones,Accessories,1822.66,1,PayPal,Store
2047,4205,2024-04-22,Mouse,Audio,1903.51,5,Credit Card,Online
2048,2777,2025-07-27,Mouse,Audio,1617.97,1,Cash,Store
2049,668,2025-05-25,Charger,Electronics,1715.47,2,Credit Card,Store
2050,3366,2025-03-10,Laptop,Video,1005.63,3,Credit Card,Online
2051,2078,2024-06-04,Charger,Audio,1821.05,1,PayPal,Online
2052,3213,2025-06-30,Headphones,Video,514.21,5,PayPal,Online
2053,1959,2024-05-09,Keyboard,Computing,901.95,1,Cash,Store
2054,3748,2024-01-20,Monitor,Audio,934.93,1,Credit Card,Store
2055,2293,2025-04-10,Camera,Video,456.64,4,Debit Card,Online
2056,3871,2025-06-04,Laptop,Accessories,1523.01,2,Debit Card,Store
2057,4753,2024-12-01,Charger,Audio,1584.58,3,Cash,Store
2058,2788,2024-10-11,Laptop,Computing,241.46,5,PayPal,Mobile App
2059,354,2025-03-23,Charger,Audio,1177.43,2,Credit Card,Mobile App
2060,760,2025-05-10,TV,Electronics,1981.75,3,PayPal,Online
2061,3963,2025-08-26,Mouse,Video,112.41,3,PayPal,Store
2062,3388,2025-01-20,Phone,Electronics,1665.59,1,Cash,Mobile App
2063,3873,2025-06-28,Speaker,Computing,790.49,3,PayPal,Store
2064,2797,2024-03-10,Keyboard,Video,928.06,4,Debit Card,Online
2065,3174,2025-04-23,Headphones,Computing,1369.42,5,PayPal,Store
2066,203,2024-11-01,Mouse,Electronics,1518.84,5,PayPal,Mobile App
2067,3115,2024-04-08,Camera,Audio,1061.57,1,Cash,Store
2068,4835,2025-10-03,Tablet,Audio,1460.54,1,Debit Card,Mobile App
2069,1084,2024-06-28,Keyboard,Audio,1863.66,1,Cash,Store
2070,3738,2025-02-22,Camera,Audio,883.68,1,Debit Card,Mobile App
2071,4629,2024-03-04,TV,Accessories,1787.23,4,Debit Card,Store
2072,3838,2025-09-02,Charger,Audio,1182.63,1,Credit Card,Online
2073,3587,2024-06-22,Camera,Electronics,1520.99,2,Cash,Online
2074,1536,2024-10-08,Laptop,Audio,1324.77,5,Debit Card,Store
2075,1653,2024-04-15,Headphones,Accessories,336.29,1,Debit Card,Online
2076,4829,2024-03-09,Watch,Computing,1858.86,4,Credit Card,Store
2077,226,2025-11-13,TV,Video,1670.69,3,Debit Card,Mobile App
2078,19,2024-02-23,Camera,Accessories,803.67,2,PayPal,Store
2079,4405,2025-04-12,Camera,Accessories,1761.11,5,PayPal,Online
2080,1119,2024-10-24,Headphones,Audio,1016.64,1,Credit Card,Store
2081,2171,2025-02-02,Keyboard,Computing,515.08,3,Cash,Store
2082,2011,2025-04-11,Mouse,Video,222.2,1,PayPal,Online
2083,2967,2025-01-27,Watch,Accessories,706.63,5,Credit Card,Store
2084,2029,2024-06-08,TV,Computing,1949.11,2,PayPal,Store
2085,245,2025-06-13,TV,Video,964.55,5,Cash,Mobile App
2086,3252,2024-02-01,Tablet,Electronics,64.55,2,Debit Card,Online
2087,1003,2025-08-17,Phone,Audio,505.72,1,Credit Card,Mobile App
2088,2671,2025-08-11,TV,Accessories,1124.76,5,Debit Card,Mobile App
2089,3867,2025-07-23,Speaker,Accessories,1136.06,5,Cash,Online
2090,625,2025-05-14,Tablet,Computing,510.68,5,PayPal,Store
2091,1423,2024-08-10,Phone,Audio,1156.79,5,Cash,Store
2092,2462,2024-11-15,Laptop,Accessories,238.56,2,Debit Card,Mobile App
2093,4561,2024-05-06,Speaker,Electronics,1018.05,1,PayPal,Online
2094,339,2024-09-06,Speaker,Computing,365.81,3,Credit Card,Online
2095,174,2025-08-22,Tablet,Electronics,302.81,1,Cash,Store
2096,2438,2025-07-04,Watch,Electronics,739.48,4,PayPal,Mobile App
2097,4082,2025-12-02,Monitor,Electronics,1242.83,1,PayPal,Store
2098,3401,2025-11-14,Speaker,Computing,271.9,1,Credit Card,Store
2099,1402,2024-01-15,Monitor,Video,817.45,4,PayPal,Store
2100,1400,2024-01-20,Headphones,Audio,1652.22,1,Cash,Mobile App
2101,2799,2024-12-17,Keyboard,Accessories,591.79,2,Credit Card,Mobile App
2102,3052,2025-07-10,Speaker,Accessories,1020.3,2,Debit Card,Store
2103,4382,2024-11-30,Laptop,Audio,1417.36,1,Credit Card,Store
2104,2750,2025-05-01,Mouse,Accessories,896.41,2,Debit Card,Store
2105,3977,2025-08-24,Charger,Video,160.2,3,Credit Card,Mobile App
2106,3771,2024-06-17,Camera,Electronics,23.86,1,Cash,Store
2107,4992,2025-10-27,Speaker,Accessories,1962.62,1,Debit Card,Store
2108,604,2024-01-20,Laptop,Electronics,1147.2,5,Debit Card,Mobile App
2109,2891,2024-09-18,Headphones,Accessories,261.39,5,Cash,Online
2110,2201,2024-05-10,Headphones,Audio,1154.94,5,PayPal,Mobile App
2111,1324,2024-09-16,Phone,Computing,1190.85,5,PayPal,Store
2112,1024,2025-03-27,Headphones,Video,163.88,4,Credit Card,Store
2113,4928,2024-06-08,Laptop,Audio,338.1,3,Cash,Store
2114,907,2025-11-17,Watch,Accessories,1989.89,3,Cash,Online
2115,4775,2025-04-07,TV,Accessories,829.97,3,Credit Card,Mobile App
2116,4469,2024-07-17,Phone,Accessories,483.09,3,Cash,Mobile App
2117,3683,2025-12-22,Monitor,Audio,478.91,4,Cash,Online
2118,2113,2025-10-27,Monitor,Computing,601.16,2,PayPal,Store
2119,3789,2024-03-28,Tablet,Video,1042.6,4,PayPal,Store
2120,904,2024-01-25,TV,Computing,681.74,2,Credit Card,Online
2121,4681,2024-05-11,Headphones,Computing,103.28,5,Credit Card,Mobile App
2122,2432,2025-09-23,Speaker,Video,259.47,4,Credit Card,Mobile App
2123,251,2025-05-08,Mouse,Computing,1444.78,1,Credit Card,Store
2124,2903,2025-02-15,Speaker,Audio,971.03,2,PayPal,Online
2125,3322,2024-04-02,Charger,Accessories,770.07,2,PayPal,Store
2126,4866,2025-09-04,Laptop,Accessories,316.04,4,Debit Card,Online
2127,4878,2024-08-19,Charger,Computing,1523.34,1,Credit Card,Mobile App
2128,2721,2025-08-15,Headphones,Electronics,305.13,1,Cash,Online
2129,1494,2024-07-17,Phone,Computing,798.04,4,PayPal,Store
2130,4683,2024-06-07,Laptop,Electronics,1939.62,1,PayPal,Online
2131,1825,2025-10-07,Camera,Video,442.68,5,PayPal,Store
2132,2509,2024-10-28,Mouse,Video,335.53,2,PayPal,Mobile App
2133,3419,2024-01-06,Charger,Audio,1371.94,4,Credit Card,Store
2134,2042,2024-06-10,Laptop,Accessories,1727.46,2,Cash,Online
2135,2468,2024-01-13,Headphones,Audio,935.3,3,Credit Card,Online
2136,1662,2025-05-11,Mouse,Electronics,295.07,5,Credit Card,Mobile App
2137,456,2024-06-20,Speaker,Audio,870.32,1,PayPal,Store
2138,1194,2025-10-31,Speaker,Accessories,908.7,3,PayPal,Store
2139,431,2024-06-15,Watch,Accessories,1431.65,2,Credit Card,Store
2140,4037,2024-12-10,Charger,Electronics,1201.4,4,Cash,Store
2141,2193,2024-11-06,Headphones,Video,1892.72,2,PayPal,Online
2142,4707,2025-02-03,Laptop,Computing,806.49,3,Debit Card,Mobile App
2143,4833,2024-04-21,Charger,Computing,1731.6,2,Cash,Mobile App
2144,1823,2025-11-14,Headphones,Accessories,675.4,5,Credit Card,Online
2145,2018,2025-07-06,Speaker,Accessories,49.19,3,PayPal,Online
2146,1706,2025-07-25,Headphones,Audio,110.44,3,Credit Card,Online
2147,1250,2025-05-25,Speaker,Computing,593.31,1,PayPal,Online
2148,3758,2024-05-19,Headphones,Accessories,322.99,3,Credit Card,Store
2149,595,2024-07-23,Tablet,Accessories,805.52,2,PayPal,Online
2150,233,2024-08-12,Phone,Computing,980.07,3,PayPal,Mobile App
2151,4085,2025-10-08,Mouse,Computing,117.74,1,PayPal,Online
2152,1248,2025-10-01,Monitor,Computing,1791.77,3,Cash,Store
2153,584,2025-06-24,Mouse,Accessories,166.61,3,PayPal,Online
2154,1079,2025-11-12,Keyboard,Electronics,648.28,4,Credit Card,Mobile App
2155,747,2025-08-02,Charger,Computing,1690.52,1,PayPal,Mobile App
2156,1829,2025-08-28,Watch,Video,1461.16,3,Credit Card,Mobile App
2157,3854,2024-12-05,Charger,Audio,229.05,3,PayPal,Store
2158,994,2025-02-28,TV,Audio,1789.33,2,Debit Card,Mobile App
2159,1077,2025-06-11,TV,Accessories,1961.52,1,Cash,Online
2160,3363,2024-02-16,Phone,Video,276.91,3,Cash,Online
2161,2589,2024-12-29,Laptop,Audio,271.53,4,Credit Card,Store
2162,341,2025-04-24,Laptop,Computing,585.43,5,Cash,Mobile App
2163,2937,2024-02-01,TV,Video,1338.61,4,Cash,Online
2164,2508,2024-11-14,Headphones,Audio,387.8,1,Credit Card,Mobile App
2165,4857,2024-01-05,Laptop,Electronics,85.5,3,Cash,Mobile App
2166,787,2024-04-10,Charger,Accessories,1700.66,5,Debit Card,Store
2167,4207,2024-03-28,Keyboard,Electronics,1053.65,5,Debit Card,Online
2168,2303,2024-04-20,TV,Electronics,1600.5,4,Debit Card,Mobile App
2169,4285,2025-11-23,Keyboard,Audio,236.62,5,PayPal,Online
2170,4321,2024-05-20,Camera,Audio,1636.43,5,Credit Card,Store
2171,289,2024-11-09,TV,Computing,1325.07,4,Debit Card,Store
2172,3921,2024-09-16,Laptop,Electronics,360.43,4,Debit Card,Mobile App
2173,4000,2024-05-19,Laptop,Video,321.62,1,PayPal,Store
2174,1265,2025-11-11,Speaker,Accessories,1268.22,3,Cash,Store
2175,146,2025-05-06,Headphones,Electronics,937.56,5,Debit Card,Online
2176,3280,2025-09-25,Keyboard,Video,1211.28,5,PayPal,Online
2177,2092,2024-01-21,Watch,Video,699.89,5,Debit Card,Store
2178,3781,2025-11-28,Watch,Audio,1784.48,4,PayPal,Mobile App
2179,290,2025-05-10,TV,Video,1888.2,5,Cash,Store
2180,3053,2025-06-24,Keyboard,Computing,146.07,4,Credit Card,Online
2181,3482,2024-01-03,TV,Electronics,615.6,3,PayPal,Store
2182,1698,2024-02-28,Headphones,Electronics,1993.86,5,Credit Card,Mobile App
2183,3596,2024-01-21,Tablet,Electronics,426.92,1,Debit Card,Store
2184,4336,2024-09-16,Camera,Audio,1671.44,3,Debit Card,Online
2185,3848,2024-10-11,Speaker,Accessories,1409.98,1,Debit Card,Online
2186,3101,2025-01-12,Keyboard,Audio,995.31,1,Debit Card,Store
2187,883,2025-03-31,Keyboard,Audio,748.64,2,Credit Card,Online
2188,1177,2024-01-13,Laptop,Accessories,532.62,3,PayPal,Store
2189,2632,2024-06-08,Laptop,Computing,57.31,3,Credit Card,Mobile App
2190,299,2025-01-29,Mouse,Video,1334.96,2,Cash,Store
2191,3754,2025-01-30,Keyboard,Audio,481.43,2,PayPal,Store
2192,798,2025-04-11,Laptop,Accessories,789.54,3,Debit Card,Mobile App
2193,1801,2024-12-10,Laptop,Electronics,1547.17,1,Credit Card,Store
2194,1831,2025-11-07,Mouse,Computing,632.61,5,Debit Card,Online
2195,4029,2024-05-17,Charger,Computing,1386.37,1,Cash,Mobile App
2196,4640,2025-03-28,TV,Computing,1923.93,3,Cash,Store
2197,1251,2025-06-28,Speaker,Accessories,1028.85,3,Credit Card,Mobile App
2198,4962,2024-09-13,Tablet,Accessories,1598.91,3,Debit Card,Store
2199,2682,2024-10-19,Laptop,Electronics,1267.35,2,Debit Card,Online
2200,307,2024-03-21,Watch,Electronics,267.98,3,Cash,Mobile App
2201,3835,2025-06-04,Phone,Accessories,908.7,3,Credit Card,Mobile App
2202,3023,2024-02-01,Charger,Electronics,1042.13,3,Credit Card,Mobile App
2203,1360,2025-02-12,Keyboard,Electronics,1546.68,3,Credit Card,Store
2204,3298,2024-04-03,Charger,Video,868.4,1,Debit Card,Online
2205,4745,2025-08-21,Keyboard,Video,262.91,3,PayPal,Store
2206,276,2025-12-17,TV,Accessories,1171.57,4,Credit Card,Store
2207,1152,2025-10-27,Mouse,Computing,952.53,5,PayPal,Store
2208,2482,2025-05-06,Tablet,Accessories,319.03,3,Debit Card,Store
2209,4397,2025-07-14,TV,Accessories,1093.0,1,Debit Card,Store
2210,1923,2024-07-14,Watch,Computing,929.43,1,Debit Card,Online
2211,901,2025-09-06,Laptop,Accessories,1827.67,4,Cash,Mobile App
2212,4811,2025-03-22,Watch,Electronics,1626.22,5,Debit Card,Mobile App
2213,4701,2025-02-04,TV,Electronics,823.44,1,PayPal,Store
2214,758,2025-04-08,Mouse,Electronics,1747.98,1,Debit Card,Mobile App
2215,2584,2024-05-29,TV,Video,1695.53,2,PayPal,Mobile App
2216,3983,2025-05-11,Keyboard,Accessories,824.32,3,Credit Card,Online
2217,1806,2024-12-26,Watch,Electronics,531.05,2,Credit Card,Mobile App
2218,850,2025-09-30,Keyboard,Electronics,230.62,3,Credit Card,Store
2219,704,2024-05-01,Headphones,Accessories,1397.84,3,Credit Card,Store
2220,4811,2024-03-17,Watch,Computing,1340.35,4,Credit Card,Mobile App
2221,2959,2025-11-29,Mouse,Computing,834.0,1,Cash,Store
2222,820,2024-10-12,Keyboard,Audio,598.87,5,Debit Card,Online
2223,179,2024-07-14,Watch,Computing,403.89,4,PayPal,Store
2224,3882,2024-02-07,Tablet,Audio,259.04,3,Cash,Mobile App
2225,2202,2024-08-13,Speaker,Computing,1583.21,1,Debit Card,Online
2226,3685,2025-08-27,Mouse,Video,538.39,5,Cash,Online
2227,4951,2024-01-18,Headphones,Video,1885.71,1,Debit Card,Store
2228,2367,2024-01-29,Monitor,Audio,187.03,3,Credit Card,Online
2229,3157,2024-08-27,Tablet,Audio,43.67,4,PayPal,Online
2230,536,2024-04-09,Keyboard,Electronics,1408.62,3,Cash,Store
2231,1978,2025-11-05,Laptop,Electronics,184.3,1,Cash,Mobile App
2232,2723,2025-05-14,Phone,Accessories,597.69,3,Debit Card,Store
2233,307,2024-04-27,Watch,Electronics,783.11,1,PayPal,Store
2234,2381,2025-01-15,TV,Audio,1901.66,5,PayPal,Mobile App
2235,3102,2025-12-09,Monitor,Video,1552.05,5,PayPal,Mobile App
2236,2068,2024-12-17,Speaker,Electronics,1038.36,2,Cash,Online
2237,208,2024-02-28,Speaker,Audio,1976.57,1,Credit Card,Store
2238,3984,2024-08-04,Headphones,Audio,1899.87,3,PayPal,Mobile App
2239,1617,2024-10-22,Laptop,Audio,1619.8,5,Credit Card,Online
2240,606,2024-10-01,Mouse,Audio,890.28,1,Credit Card,Store
2241,194,2024-10-02,Phone,Computing,348.74,3,PayPal,Online
2242,2922,2025-09-13,Mouse,Audio,675.03,4,PayPal,Online
2243,1904,2025-08-30,Monitor,Video,474.25,3,Cash,Mobile App
2244,2806,2024-12-09,Tablet,Accessories,754.31,5,Credit Card,Store
2245,218,2024-06-30,Charger,Accessories,1638.9,3,Debit Card,Online
2246,454,2024-03-29,Charger,Video,629.12,5,Debit Card,Store
2247,3312,2025-11-16,Headphones,Audio,1960.09,1,Cash,Mobile App
2248,3739,2024-03-23,Speaker,Accessories,478.36,5,PayPal,Store
2249,1268,2025-02-19,Speaker,Accessories,553.36,2,PayPal,Mobile App
2250,3082,2024-08-04,Monitor,Accessories,1717.07,5,Debit Card,Store
2251,3179,2024-03-03,Monitor,Electronics,1111.28,3,Credit Card,Online
2252,2241,2025-06-05,Phone,Audio,1157.25,5,Cash,Store
2253,274,2025-08-30,Camera,Computing,866.54,5,Credit Card,Store
2254,1876,2025-03-21,Speaker,Video,1651.27,2,Credit Card,Mobile App
2255,995,2024-07-29,Camera,Electronics,783.28,4,Debit Card,Store
2256,2155,2025-01-15,TV,Accessories,792.36,5,Cash,Online
2257,833,2024-09-12,Monitor,Computing,1877.96,3,Cash,Online
2258,1891,2024-11-20,Headphones,Computing,1202.61,2,Cash,Mobile App
2259,812,2024-08-03,TV,Audio,1451.35,5,Debit Card,Store
2260,2640,2025-01-22,Monitor,Electronics,261.02,3,Credit Card,Mobile App
2261,1423,2024-08-28,Laptop,Electronics,784.97,1,Credit Card,Online
2262,454,2025-11-03,Camera,Audio,175.5,1,Cash,Online
2263,4796,2024-06-16,Keyboard,Computing,924.75,3,Credit Card,Online
2264,719,2024-11-26,Laptop,Electronics,1712.28,5,Debit Card,Mobile App
2265,1583,2024-12-16,Watch,Audio,1066.4,5,Credit Card,Mobile App
